diagnostic,period,value,units,interpretation,source_table,domain,classification
z200,JJA,12426.34469404897,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,east_africa,
z200,JJA,12417.713869658619,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,atlantic_congo_ethiopia,
z200,JJA,12419.348655304695,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,congo_moisture_corridor,
z200,JJA,12424.933115415863,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,western_moisture_entry,
z200,JJA,12416.001092426379,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,western_indian_ocean,
z200,JJA,12494.003951662804,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,arabia_red_sea,
z200,JJA,12474.030580126715,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,north_africa_arabia,
z200,JJA,12453.520349420822,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,tej_core,
z200,JJA,12415.758562399507,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,somali_jet_box,
z200,JJA,12408.441962259152,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,turkana_corridor,
z200,JJAS,12428.456717553387,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,ethiopia,
z200,JJAS,12432.568965137998,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,ethiopia_highlands_broad,
z200,JJAS,12445.459162159419,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,north_ethiopia,
z200,JJAS,12427.339356670052,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,central_ethiopia,
z200,JJAS,12430.223970998915,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,west_ethiopia,
z200,JJAS,12422.807492399097,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,east_ethiopia,
z200,JJAS,12432.810849076983,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,greater_horn,
z200,JJAS,12424.369453234836,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,east_africa,
z200,JJAS,12415.531316089764,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,atlantic_congo_ethiopia,
z200,JJAS,12418.259134167594,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,congo_moisture_corridor,
z200,JJAS,12423.345125923146,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,western_moisture_entry,
z200,JJAS,12414.852308199715,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,western_indian_ocean,
z200,JJAS,12485.672948907582,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,arabia_red_sea,
z200,JJAS,12462.38726947016,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,north_africa_arabia,
z200,JJAS,12450.535966367583,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,tej_core,
z200,JJAS,12414.991505803764,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,somali_jet_box,
z200,JJAS,12408.2244701142,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,turkana_corridor,
z500,June,5874.503758989358,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,ethiopia,
z500,June,5877.5357588968045,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,ethiopia_highlands_broad,
z500,June,5881.782275723771,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,north_ethiopia,
z500,June,5875.417887193385,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,central_ethiopia,
z500,June,5877.920677819395,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,west_ethiopia,
z500,June,5869.932098409844,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,east_ethiopia,
z500,June,5875.584097097581,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,greater_horn,
z500,June,5873.4829474341705,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,east_africa,
z500,June,5876.440974615559,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,atlantic_congo_ethiopia,
z500,June,5874.293814876583,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,congo_moisture_corridor,
z500,June,5875.985158490285,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,western_moisture_entry,
z500,June,5864.426349370464,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,western_indian_ocean,
z500,June,5878.16575117815,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,arabia_red_sea,
z500,June,5878.098173799232,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,north_africa_arabia,
z500,June,5865.273547774657,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,tej_core,
z500,June,5867.181916904333,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,somali_jet_box,
z500,June,5870.345166208391,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,turkana_corridor,
z500,July,5868.635037247624,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,ethiopia,
z500,July,5871.150638248131,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,ethiopia_highlands_broad,
z500,July,5875.296649499631,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,north_ethiopia,
z500,July,5869.252148122746,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,central_ethiopia,
z500,July,5871.080599360067,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,west_ethiopia,
z500,July,5864.992949345902,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,east_ethiopia,
z500,July,5869.828050180087,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,greater_horn,
z500,July,5867.6805430881905,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,east_africa,
z500,July,5870.486498496494,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,atlantic_congo_ethiopia,
z500,July,5867.613045456881,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,congo_moisture_corridor,
z500,July,5869.0238208155,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,western_moisture_entry,
z500,July,5858.918168690386,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,western_indian_ocean,
z500,July,5875.075847148575,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,arabia_red_sea,
z500,July,5880.535779332114,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,north_africa_arabia,
z500,July,5858.9222116886085,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,tej_core,
z500,July,5861.624783758264,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,somali_jet_box,
z500,July,5863.915236167723,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,turkana_corridor,
z500,August,5868.855900514815,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,ethiopia,
z500,August,5871.204151694809,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,ethiopia_highlands_broad,
z500,August,5875.8142455606385,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,north_ethiopia,
z500,August,5869.1557415971965,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,central_ethiopia,
z500,August,5870.897385888813,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,west_ethiopia,
z500,August,5865.40097478341,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,east_ethiopia,
z500,August,5871.786496867663,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,greater_horn,
z500,August,5868.813928799207,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,east_africa,
z500,August,5870.792795985722,m,Geopotential height climatology used for circulation and Rossby-wave context.,era5_vertical_divergence_height_diagnostics,atlantic_congo_ethiopia,
